global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35
618.0323126487863	n/a	381963.9394780071	n/a	725.5062084301098	n/a	526359.258470634	n/a	670.6501018579455	n/a	n/a	449771.5591220727	678.6125688742991	478.0607626554902	n/a	n/a	n/a	n/a	-0.1468065194	-0.1168117085	0.0807555659	0.1757764687	-0.1722759838	0.227634383	0.0489854159	0.0966896881	-0.0856817109	-0.0636989437	0.0921973294	0.0279906333	0.0454890813	-0.0336668859	0.0294426419	-0.0961415485	0.1412045428	-0.1809066511	0.2010636744	-0.0735750802	0.1108282853	-0.0819159893	0.1342707676	-0.0157357314	0.1412648042	-0.0177477042	-0.050220877	0.0215632341	-0.067587554	0.0953853783	-0.0326295879	0.1029367434	-0.1158033226	0.03529725	-0.1186204478	0.0163534914	-0.0213329228	0.0368408923	-0.0680953468	0.0283995811	-0.0649289123	0.0976590371	0.0143134377	0.0001693028	-0.0528769172	0.1552499562	-0.0373641532	0.1870643127	-0.0012143377	0.1039063799	-0.0646860629	0.0908492865	-0.1289873361	0.2048319067	-0.1487893443	0.3218788872	-0.1124958159	0.1101050092	-0.1040142861	0.0230230537	-0.1062997949	0.0145282083	-0.0789108876	0.0628156575	-0.1169961116	0.1036877471	-0.0946502533	-0.0804055061	-0.0135258963	0.0582944635	-0.1289786287	0.1609795088	-0.1790028027	0.1032582726	-0.0146526199	0.1616329028	-0.0004436513	0.0438092979	-0.0365414202	0.122552803	-0.1204192194	0.1607301393	0.1384871764	-0.1741294346	0.1983461314	-0.1928281892	0.0486476522	-0.1248441667	0.1117518499	-0.1224637314	0.0155610653	0.0999969158	0.0999876632	0.099972243	0.2547848512244854	n/a	n/a	0.0649153204134831	0.0234121192632699	n/a	0.0005481273283975	n/a	-0.2628663786763638	n/a	n/a	0.0690987330384255	0.0085680296821969	n/a	7.34111326350071e-05	n/a	-0.0015632745424474	n/a	n/a	2.443827295064128e-06	-0.0020418452782242	n/a	4.16913214020646e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
613.3467583186355	-4.685554330150808	376194.2459399786	21.954419380794985	703.7046487344278	-21.801559695682045	495200.2326504445	475.3080051643877	671.0398943914884	0.3897925335428454	0.1519382192057502	450294.5398649399	680.2163961756768	482.25193466620425	1.645921	39.159901	0.2982944705650716	0.1406847603448469	-0.0742099954	-0.1642497554	0.117035215	0.1167657609	-0.0894118204	0.1187894451	0.0634386488	0.0885721201	0.1223712461	-0.0742219568	-0.006050394	-0.0930767756	-0.0157363234	0.0983208201	0.0064701287	-0.1435438639	0.1001877043	-0.0855479774	0.0857933249	-0.0099957832	0.2192817783	0.0391493419	-0.0213076396	0.0681293214	-0.0093425856	-0.0927889409	-0.0114157729	-0.0505996813	-0.1497320685	0.0265630986	0.1467158056	0.0744447352	-0.065010315	-0.142979503	0.0602984943	-0.0440942773	-0.1248290107	-0.0062850339	-0.0052558995	-0.0843997512	-0.0928216955	0.0194189672	0.003366686	0.1579359912	0.0111267128	0.1008773984	0.0355966729	0.1735651121	-0.0961604991	-0.001965578	0.0334588427	0.0658746977	-0.0624104703	-0.1206696693	-0.0763461268	0.0627684329	0.1735466788	0.0695087839	-0.0279912696	0.1023874576	0.0107944784	-0.0865114357	0.0086819765	-0.0308840795	0.1286781873	0.0060479107	-0.1400914985	-0.0471150894	-0.0586424642	0.0885321138	-0.0824818775	0.1653600972	-0.1877153879	0.1392046893	-0.0893321452	0.1592196978	0.0376828119	0.0516515317	0.0908378762	0.2044800431	0.0261204458	0.1029564461	0.0632418235	-0.0556838163	0.326752557	-0.0103644655	-0.0215048055	0.008062532	-0.0462553661	-0.1440660251	0.0706551737	0.099972243	0.0998889875	0.0997502796	0.2584922105102976	0.0037073592858121	1.3744512874097744e-05	0.0668182228945	0.0877052751930307	0.0642931559297608	0.0076922152966852	0.0041336098994085	-0.3542258870103225	-0.0913595083339586	0.0083465597630226	0.1254759790282497	0.0063344067579675	-0.0022336229242293	4.012470897538434e-05	4.989071367643091e-06	-0.0012901203453765	0.0002731541970709	7.461321537744809e-08	1.6644105055543797e-06	-0.0017699334592137	0.0002719118190104	3.1326644500441746e-06	7.393603731759877e-08	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
611.431044596335	-1.9157137223004383	373847.92229616543	3.669959065810201	700.5799850876267	-3.124663646801082	490812.3155053793	9.763522905640237	670.2268549380095	-0.8130394534788365	0.6610331529131652	449204.0370800957	679.8628637387895	461.77599956789663	1.57035	37.361908	0.8220399365572403	0.4198167764638935	0.007173268	-0.1230476242	0.1534509319	0.1243455069	-0.0362531884	0.0543432293	0.1999998691	0.1658190778	0.0212546231	-0.0454649201	-0.0256312913	-0.0362651385	0.0644691968	0.1441315927	0.0310242534	-0.1478140815	0.0577909348	0.034994822	-0.0198883486	0.0906945698	0.0660043379	0.0633029439	-0.0592467856	-0.0952723833	6.38131e-05	-0.1595440139	-0.0143412676	-0.0224536219	0.0021848213	-0.0659830117	-0.0166620425	0.0621840523	0.0335018917	-0.1486916574	0.0744475884	0.0842474681	0.0720586837	0.0483852228	-0.012785769	-0.0990028042	-0.0655782245	-0.0254911489	-0.1148144903	0.2319802196	-0.0006877687	0.1254313855	0.0623977629	0.1799178036	-0.0468296044	-0.0566151915	-0.0444077406	0.0690640435	0.1649240313	-0.13092366	-0.0360979359	-0.0870497821	0.1188606307	-0.0809456184	0.1007956777	0.1762190225	-0.0303354391	-0.0452975576	-0.1480906722	0.0038026105	-0.0511918967	-0.0007914557	-0.0037321686	-0.0070956958	-0.132259553	0.0710338886	0.04556139	-0.0033209889	-0.3001723035	0.1615255629	-0.0488576192	0.0662309802	-0.0580923259	-0.0454212893	-0.0154182301	0.1876300324	0.17162048	0.0519669555	0.0200979	0.0975442683	-0.2040148855	0.074834844	-0.09168332	-0.2437672627	-0.1243788423	0.0493176844	-0.0487466515	0.0999229036	0.0996917334	0.0993068457	0.1231453019826176	-0.13534690852768	0.0183187856480001	0.01516476540039	0.2216653910225403	0.1339601158295096	0.0491355455771756	0.0179453126330556	-0.7386541853946582	-0.3844282983843357	0.1477851165986758	0.5456100056010461	0.0036732794691762	-0.0026611272887913	1.3492982058671384e-05	7.081598447149738e-06	-0.00161096323667	-0.0003208428912934	1.0294016089357264e-07	2.5952025499022823e-06	-0.0021540555554432	-0.0003841220962294	4.639955335935712e-06	1.4754978481174516e-07	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
606.9305290263165	-4.500515570018479	368364.6670641645	20.25464039597875	701.8892931139147	1.309308026288022	492648.5797879509	1.714287507702236	668.6722888448963	-1.5545660931131806	2.416675737857178	447122.62986907247	675.8391093427211	450.1484601373356	1.543523	36.723625	0.8827361527887334	0.4789454801526364	-0.0138015131	-0.0123884876	0.0414882963	0.1295145964	-0.0642135985	0.0593760618	0.0060433803	0.0573945918	0.0072764446	-0.0244151153	-0.0226687626	-0.1711661044	-0.0094252057	0.0247588609	-0.064153266	0.0589649229	0.0514127321	-0.0565144636	-0.0326496172	-0.1054975806	-0.080716761	0.0036672934	-0.0548068576	-0.0441915238	0.1205243038	0.0346626109	0.149104149	-0.0972605189	0.0075080025	-0.0236099987	0.0181703037	0.1112452533	-0.0623002358	0.0025827454	0.0496623779	0.0124557337	0.1487186808	0.1926478157	-0.0677443735	-0.0739194044	-0.031251023	0.0101892418	0.1162341274	0.0929185582	0.0032638247	-0.0673135368	-0.0822263009	0.0979157453	-0.0669382914	-0.0430586136	0.1615079661	-0.01115039	0.0736656385	0.2204681484	0.0658143807	0.1122020116	0.0802245365	-0.1103418401	-0.0581309801	0.1033443167	-0.1423588846	-0.0985385421	-0.0218883251	0.0164779572	0.0118359858	0.0580479495	-0.0506799812	-0.032750027	-0.02372452	0.0040019698	-0.0021992957	-0.0086169778	-0.1667196742	0.1723600454	-0.0010110697	0.1076052775	-0.1481823156	0.0445862786	0.1476885328	-0.1238157575	-0.1490415744	-0.0069097818	0.0214325513	-0.1313069581	-0.0726543155	0.0175941457	-0.0434634867	0.1809163627	-0.0368790801	0.004425071	0.0749745677	0.0998489097	0.0993960955	0.0986429257	0.0469821149407181	-0.0761631870418995	0.0058008310603793	0.0022073191243028	-0.0388684329123094	-0.2605338239348497	0.0015107550770586	0.0678778734141152	-0.3279386292328041	0.4107155561618541	0.1686872680733411	0.1075437445430905	0.0051474241493095	0.0014741446801333	2.649597537289463e-05	2.173102537965309e-06	-0.0026346053486798	-0.0010236421120097	1.0478431734798835e-06	6.94114534329221e-06	-0.0023627404763027	-0.0002086849208594	5.582542558359109e-06	4.354939619413577e-08	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
605.2324467323361	-1.6980822939804057	366306.3145776101	2.883483477129757	680.7667891218856	-21.122503992029124	463443.4211713219	446.1601748932863	670.1101458563321	1.4378570114357672	2.067432785334996	449047.6075795947	677.4100626478165	430.075312348527	1.291242	30.721346	0.425476333325032	0.2707802529406003	0.01873946	0.009094813	0.0707141198	0.0019256483	0.0146114624	-0.0089652961	0.0568434046	0.0265467113	0.0379897877	-0.0657271405	-0.0562875285	-0.0391317763	0.0474934624	0.1286249379	0.0504944891	-0.0066728855	0.0430105699	0.0086731813	-0.1202287869	0.0762160705	0.0353191157	-0.0279655168	-0.0298574144	0.0149011622	0.0255838068	-0.0366125844	-0.0327472676	-0.0278654836	0.1018881281	-0.0358210484	-0.0469171626	-0.0609707545	-0.1129680174	0.1830382491	0.1698766959	0.0369396246	0.0415907378	0.0145472087	-0.0831792125	0.0307647398	-0.0710264569	-0.0328279658	-0.0276416294	0.1239550008	0.0150888697	-0.0238424478	-0.0900029347	0.0381363637	-0.0588081765	-0.0063690078	0.0650777949	0.0036788154	0.1236002243	-0.0936188477	-0.0389605674	-0.0760498143	0.0945768828	0.0953917879	0.0962827928	0.0606687129	-0.0397969293	-0.0448850026	0.0475708299	0.0587609043	0.0339278097	0.1022319902	-0.0005609803	-0.019976572	-0.0614924733	0.0049863579	0.0397027802	0.0144415703	-0.2090116735	0.1815325187	-0.1339008572	0.052875595	-0.0836886696	0.1167044452	0.0087313217	-0.0839102869	0.0537516113	-0.1313384583	0.0666558364	-0.0824763447	-0.0647544499	0.1004318524	-0.1150152862	0.0672839605	-0.0590978888	-0.0212662073	-0.0543837592	0.0997502796	0.0990023658	0.0977599938	0.0336619642780107	-0.0133201506627073	0.0001774264136772	0.001133127839054	0.1987019902014424	0.2375704231137518	0.0394824809100141	0.056439705938447	-0.4301564077897168	-0.1022177785569127	0.01044847425311	0.1850345351625531	0.0058078049574442	0.0006603808081347	3.3730598423713425e-05	4.361028117526396e-07	-0.0018769648331167	0.000757640515563	5.740191508227196e-07	3.522996984756801e-06	-0.0023920787724381	-2.9338296135400337e-05	5.722040853548968e-06	8.607356201284464e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
606.405264706307	1.1728179739708366	367727.34506352624	1.375502000069058	684.6085497881916	3.841760666305959	468688.8664430908	14.759125017175604	666.5085578807887	-3.601587975543453	12.971435945579184	444233.6577283286	672.0393021254324	420.67610304653175	1.43487	34.138546	0.6154553230207965	0.370394652755897	-0.0100543278	0.0708708591	-0.0338481277	-0.0244707572	-0.0048529885	-0.0353149278	-0.0324801042	0.0232324063	-0.042573004	0.0257969599	0.0048681615	-0.0322373728	0.0620941194	-0.0521554212	0.0428898815	0.0627241036	0.077386856	-0.0665707186	-0.1457082113	0.0877157154	-0.0270468168	-0.097197853	-0.0261330914	0.0089376888	0.046621741	0.0030994865	0.0284798428	0.0620340354	-0.1389963662	0.0645076039	-0.1446201531	-0.0339737331	-0.038798318	0.0360210498	-0.0121075166	0.0549325806	0.0517433605	0.0809118288	-0.0463601143	-0.0435038065	0.0247075875	0.0047164196	0.0439217522	-0.0073721382	-0.0622628858	-0.0347241438	-0.1406938642	0.004644863	-0.0039435155	-0.0142782491	0.09468874	0.0322404261	0.0700054745	0.0981530026	-0.0653990482	-0.0837249307	-0.0662578428	0.0027275683	-0.0613758961	0.0059913344	0.0513249829	-0.0156088114	0.003231385	0.1138276709	-0.1136690245	0.1068946714	0.0123215428	-0.0319049415	0.0207915647	0.0060557868	0.0033119488	-0.0640075533	-0.0738002951	0.1443070766	-0.0074905912	-0.0154386384	-0.184185871	-0.0782694458	0.0766765587	-0.2290268377	-0.1436874777	0.0095875668	0.1251513743	0.0956763171	-0.1038262424	-0.1299666903	-0.0772771006	-0.0022075265	-0.0399123293	0.0901422982	-0.1120917995	0.0996270376	0.0985109326	0.0966600102	0.0241722314125354	-0.0094897328654753	9.005502985808205e-05	0.0005842967714611	-0.0279901510010347	-0.2266921412024771	0.0007834485530607	0.0513893268829638	-0.2459635671165827	0.1841928406731341	0.0339270025552385	0.0604980763487136	0.0026276984821718	-0.0031801064752724	6.90479931320798e-06	1.011307719406945e-05	-0.001620761657491	0.0002562031756256	6.564006720069325e-08	2.6268683503929737e-06	-0.0028573812871342	-0.000465302514696	8.164627820064697e-06	2.1650643018251426e-07	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
607.4114177883584	1.006153082051469	368948.63045966375	1.0123440245216702	682.544149037954	-2.06440075023761	465866.5153859447	4.261750457581607	666.629272284024	0.1207144032352971	0.0145719671484539	444394.5866659274	672.2680450791702	432.73464776780366	1.362928	32.426895	0.4755093208693725	0.2145248111042566	-0.0160600465	0.0310436542	-0.0430844158	0.0164009788	-0.0113778118	-0.01487205	-0.0264317868	-0.0061440584	0.0109015037	0.0234104162	0.0122188863	-0.0025311931	0.0106440825	-0.0360046826	0.0197493942	-0.0378089351	-0.0244427718	0.0258628133	-0.0950539781	0.1399301561	0.1574222914	-0.0304161445	0.0284220128	0.0023517372	-0.1172917877	-0.1401686669	0.0818541629	-0.0044220833	0.07500672	0.1549272461	-0.1218570807	-0.1287465136	0.1182411604	-0.0094439801	-0.0439993396	-0.1090427384	-0.0120035799	0.098829448	-0.0046898199	0.0544695798	0.0242497669	0.0073479341	0.0022839281	-0.0184985281	-0.0383277456	0.0336046079	0.0219968525	-0.0018662679	-0.0125591106	-0.0133914925	0.0548502084	-0.0506085762	-0.0676815552	-0.1032950347	-0.0399938794	-0.0556564589	0.0703065551	0.1016397903	-0.0413649549	-0.0095863866	-0.0889585236	0.1104547025	-0.0066155711	0.2112623457	-0.0404657492	0.0670522419	0.0111567118	-0.0423404113	0.0306400367	0.0248531129	-0.0192151086	-0.0172968134	-0.0531681857	0.0885749719	-0.0689624847	-0.0100916419	-0.0263352629	0.0728406659	0.0398650244	0.0309263153	0.0975105329	-0.1311361326	0.0754259736	0.0741285859	-0.011571308	0.0160740496	0.0371480251	0.0038039305	-0.0019449782	-0.0568587705	-0.080769356	0.0994792142	0.0979222811	0.0953454172	0.0660728196060347	0.0419005881934993	0.0017556592909612	0.0043656174906916	0.115094779052967	0.1430849300540017	0.0132468081652512	0.0204732972085585	-0.1481215333792462	0.0978420337373365	0.009573063565858	0.0219399886506191	0.0036690339384134	0.0010413354562416	1.3461810041229343e-05	1.084379532425901e-06	-0.0031519076196011	-0.00153114596211	2.344407957286063e-06	9.934521642499471e-06	-0.0015762273277952	0.001281153959339	2.484492588888397e-06	1.6413554675299963e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
605.4271108139893	-1.984306974369133	366541.9865085745	3.937474168529983	679.2946711359797	-3.2494779019742737	461441.2502337388	10.559106635419129	665.6880149951879	-0.9412572888360272	0.8859652837869486	443140.5333082336	671.5984292445628	428.487048709562	1.127025	26.814287	0.2317650312234121	0.1088860874945969	-0.0232857605	0.0576667617	-0.0672694124	0.0788737345	0.0288768748	-0.0283513679	-0.0833904389	0.0214474476	0.0112001617	0.0501647291	0.0343061462	-0.0145083243	0.0429745453	-0.145569677	-0.0081251352	-0.0323978488	-0.0278835797	-0.0152325921	0.1097291233	0.157530395	0.0604438529	-0.0465284954	-0.1268945188	0.0068537584	-0.0447140531	-0.0362345768	-0.0417271214	-0.0290209347	0.0471624898	-0.0313849932	0.0018697176	0.1103852856	0.1379762598	0.0899379349	0.0112655862	0.0594698651	-0.0192298068	-0.03117385	-0.0594035319	-0.0588107988	0.0459627212	0.0211962439	0.0520523673	-0.0245084207	-0.1008595801	0.0288702023	0.0799126918	-0.01130914	0.0519812538	0.0608016333	-0.0872038379	0.010980761	-0.0618922208	0.0460567941	-0.1214679142	-0.0674154813	0.1804547438	-0.0599762759	-0.0707459648	0.0654820895	-0.0040548649	-0.0081988793	-0.019572704	0.0214222955	-0.0839396093	-0.0243325551	-0.0149432711	-0.0581097108	0.0490799534	0.033025268	-0.0187273369	-0.0113396946	-0.0328143327	0.0747821904	-0.0408868559	-0.0429871709	-0.0888877465	0.061559593	0.0389348597	0.0402279547	0.0526430765	0.044492002	0.0998019709	0.0412995782	-0.1345820847	0.0363509034	0.0923581185	-0.0121778809	0.0007986287	-0.1365273182	0.0766468497	0.0993068457	0.097236992	0.0938191336	0.0470942336485649	-0.0189785859574697	0.000360186724945	0.0022178668429456	0.0578961743624972	-0.0571986046904698	0.0033519670058126	0.0032716803785366	-0.0836092428851387	0.0645122904941074	0.0041618356247961	0.0069905054958261	0.0031126433201043	-0.0005563906183091	9.68854843818992e-06	3.095705201423826e-07	-0.0036007014523722	-0.0004487938327711	2.0141590433337425e-07	1.296505094911527e-05	-0.0007599007772481	0.0008163265505471	5.774491912622664e-07	6.66389037128127e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
604.8513817665399	-0.5757290474493857	365845.19402489264	0.331463936076977	683.0853068583721	3.790635722392381	466605.5364457963	14.368919179877205	665.4817343449247	-0.2062806502632383	0.0425517066730244	442865.9387467289	670.0483028896208	427.533013421024	1.153995	27.455961	0.2287539151634774	0.1156243962101768	-0.0209197862	0.0760692532	-0.1030641158	0.0322672391	-0.0050027593	-0.0649104541	-0.0943585278	0.0110517525	-0.0405974901	0.0517977866	0.0246434961	-0.0503083727	0.038628984	-0.1519830658	-0.0191700881	0.0058659846	-0.0564443914	0.016565332	0.0196647705	-0.0128204354	-0.0796712686	-0.047713117	-0.0206760002	0.0005288134	-0.064732469	0.0096948743	-0.0323508766	0.163747128	-0.0475843839	-0.1379399094	0.1573866131	-0.0334676052	0.0327599263	0.0582873039	-0.0840074371	-0.0194031426	-0.0374240871	0.023310735	-0.1879662962	-0.0388448517	0.0596012684	0.0269253868	0.0861835696	-0.0321819431	-0.1041989452	-0.0305904377	0.038010363	-0.09208342	0.0557020395	0.027380026	-0.0452987377	-0.0360370579	-0.0677795489	0.1111362068	-0.015744172	0.0080337361	-0.0811507018	-0.0080669533	-0.032476959	0.0912868001	0.102816474	-0.0786281271	-0.0360378831	-0.0116911034	0.1336055168	-0.1258318229	-0.0263412033	-0.0629827413	0.0685131948	0.0277721702	-0.0308454888	-0.0207676594	0.065551433	0.0401904528	-0.0937362128	-0.0184766503	-0.1109529638	-0.0403023602	0.0122064435	0.0366426086	-0.0553052024	-0.0127260271	0.0078011833	0.0683193335	-0.0141595497	-0.091591114	0.0481348178	-0.044150162	0.0016469276	0.0449557408	0.1212920406	0.0991099747	0.0964557418	0.092084548	0.0692838086920772	0.0221895750435123	0.0004923772406116	0.0048002461468803	0.013134563091782	-0.0447616112707152	0.000172516747612	0.0020036018435506	0.0202077220249563	0.103816964910095	0.0107779622031438	0.0004083520294379	0.0036059187470064	0.0004932754269021	1.3002650010012204e-05	2.433206467854491e-07	-0.0033321686515372	0.000268532800835	7.210986512428979e-08	1.1103347922287242e-05	-0.0003619937262021	0.0003979070510459	1.3103945780968094e-07	1.5833002127212406e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
602.6939252100241	-2.1574565565158537	363239.9674850661	4.654618793253245	678.6970699825803	-4.38823687579179	460629.71280293947	19.25662287805889	664.9248356473619	-0.556898697562815	0.3101361593471596	442125.0370606712	670.50387643692	420.805988811957	1.149147	27.340603	0.2933488566847583	0.1427307623657914	-0.0158260171	0.1005773635	-0.1069044146	0.0564517291	0.0283851578	-0.0534868476	-0.1220716743	0.0069602758	-0.0478883894	0.0675825556	0.0290309694	-0.0460622033	-0.0012416317	-0.147172888	0.013679412	0.0513737091	0.0008214809	-0.0498682647	0.0070432871	0.0687108596	-0.0028708361	-0.0945654237	0.0096725138	-0.1065576582	-0.0641736779	-0.0584611833	0.1539952664	0.0525351417	0.0983163982	-0.0282260877	0.0826157495	0.07191025	0.1168898838	0.0766905047	0.0249469017	-0.1324408926	-0.0891823111	-0.0681233648	-0.0013956111	-0.0045819641	0.0632734822	0.0287608448	0.0980685123	-0.0336350695	-0.0940222927	0.0162382628	0.0431249725	-0.0630585639	-0.0052599035	0.0302946223	-0.0701390802	0.0575628286	-0.0595197992	0.0774166864	-0.0589905254	-0.0363967606	0.0204745632	-0.0750550586	-0.018287359	0.0409129907	-0.002517845	0.0606036205	-0.0097561745	0.0385865994	0.0276329558	-0.1206248447	0.165113431	-0.0686283723	0.0842430556	0.0153983956	-0.0103146019	-0.0380561727	0.0736630515	0.0290761122	-0.0550230099	-0.0012579531	-0.1233536695	-0.029506963	0.0340781844	-0.0895385233	0.0077098663	0.057325687	0.0255825265	0.0602035401	-0.0277791391	-0.0236437565	0.0463958619	0.0964660469	0.0210994815	-0.0459977137	0.0157508666	0.0988886499	0.0955793015	0.0901455117	0.0394923208748707	-0.0297914878172065	0.0008875327463627	0.0015596434080837	-0.0776259987307383	-0.0907605618225203	0.0060257956789445	0.0082374795823395	0.0804798493121978	0.0602721272872415	0.0036327293277294	0.006477006145314	0.00268715101826	-0.0009187677287464	7.220780594935755e-06	8.441341393858186e-07	-0.0026593800237877	0.0006727886277495	4.5264453762905537e-07	7.072302110921067e-06	-0.001020930964862	-0.0006589372386599	1.0423000350140542e-06	4.34198284492734e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
