global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30
656.9024611016248	n/a	n/a	431520.8434013717	726.5329732084585	n/a	n/a	527850.1611591227	678.534534183866	n/a	n/a	460409.114080116	687.7592930219749	531.1393919735918	n/a	n/a	n/a	n/a	-0.0471393032	-0.041031827	0.0512849852	0.0015128819	-0.1180538438	0.167873232	0.1306559523	-0.0332942272	0.0124243609	0.0155181709	-0.0129321085	0.0662875288	-0.0111979634	0.077729629	-0.0241961147	0.0146919174	-0.117363314	0.0298438364	-0.0080210366	0.060788733	-0.0431244723	0.0523572394	-0.0218707522	-0.0197239059	-0.0428672978	0.0456056321	-0.0200481266	0.0568687826	-0.0123723098	0.060933599	-0.1229567287	0.0251689732	-0.212406862	-0.1502312357	0.0393206214	-0.049778906	0.0860555834	-0.101069052	-0.0070592154	0.0103384638	0.0226102267	0.0200834416	0.1086862077	-0.0116640779	0.0292574351	-0.0017944321	0.0058357286	-0.040962854	0.0638999354	-0.0140987578	0.0319277857	-0.0168238352	-0.0126491447	0.0718775412	-0.0167908046	0.1901801681	-0.0943929319	0.0324779179	-0.1313968135	0.1052251505	-0.1649884496	0.1059656282	0.0999969158	0.0999876632	0.099972243	-0.0738010136980733	n/a	0.0054465896228632	n/a	-0.0319931173466443	n/a	n/a	0.0010235595575561	0.1496235527122493	n/a	0.0223872075262352	n/a	0.0043335851705116	n/a	n/a	1.877996043007805e-05	0.0006059699613663	n/a	3.671995940782752e-07	n/a	-0.0018613229592397	n/a	n/a	3.4645231585928337e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
656.3482036396618	-0.5542574619629477	0.3072013341416084	430792.96442101104	717.3082522971957	-9.224720911262809	85.09547589068931	514531.1288136574	679.0448562137072	0.5103220298412907	0.2604285741413352	461101.91675029433	686.7146106304151	522.7364329371665	0.907766	21.916245	0.0808389742615112	0.0436718909255572	-0.060462664	0.0046245323	-0.0047588719	-0.0425212463	-0.1541115776	0.0762697961	0.0618135424	-0.027249356	-0.0160303051	0.0132408575	-0.0227894765	-0.0370666796	-0.0139282366	0.0050451837	-0.1532593602	0.0470320605	-0.1394015488	0.0869033005	0.068933794	0.1753085605	-0.075893114	0.0422391038	-0.0664825446	-0.0244151114	-0.0060947569	-0.0094425457	0.02616286	-0.0632671055	-0.0624830678	0.0518286282	0.0352259938	0.0996502415	-0.2543130508	-0.094497868	-0.0837792084	0.035012223	0.187063494	-0.1375944247	-0.0098696279	0.0165309377	0.0472643292	0.0131220223	0.0934123892	-0.0277203489	0.0499513931	0.0249346906	-0.042604292	0.023946154	-0.034376128	-0.1105299448	0.001496655	-0.0753278189	0.0072363748	0.0987462011	-0.1206344138	0.1027376562	0.0391694004	0.0789152497	-0.1015239198	-0.0059610667	-0.1935821549	0.1884574775	0.099972243	0.0998889875	0.0997502796	-0.091637303719537	-0.0178362900214636	0.0083973954329866	0.0003181332417297	-0.0520646213137041	-0.0200715039670598	0.0004028652714996	0.0027107247925394	0.1497260930358521	0.0001025403236027	0.0224179029357806	1.0514517964566025e-08	0.0041559368101451	-0.0001776483603664	3.155893994090568e-08	1.727181076991903e-05	0.0007790853981994	0.0001731154368331	6.069740576875177e-07	2.996895446991504e-08	-0.0023671319610278	-0.0005058090017881	2.5584274628987426e-07	5.603313720919319e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
658.1934455539472	1.845241914285339	3.404917722235421	433218.61177017685	720.0205452613582	2.7122929641624296	7.356533123445018	518429.58559846354	679.1543635809043	0.1095073671970112	0.011991863470421	461250.6495709831	686.4615261276751	527.1676652814856	0.8115839999999999	19.594116	0.1897637473164618	0.1124843563523061	-0.044993409	-0.0099598081	-0.003403846	-0.0089512582	-0.0953724997	0.0685535109	-0.016638747	-0.0265475469	0.0283744197	-0.0071121798	0.0326412852	-0.0501191717	-0.0084965058	-0.0027894672	-0.1154817214	-0.0665970341	-0.0641323946	-0.0169093202	0.0960618322	-0.0202939873	-0.0489629291	-0.0197641874	0.0457817488	-0.0258887828	-0.0383846087	-0.0379569217	-0.0067381555	-0.1095039227	-0.064938609	0.0716269289	0.1286076963	0.0332122037	-0.1074239934	-0.0345503137	-0.0924724979	-0.0001829222	0.0720174706	-0.0116901168	-0.0072253163	0.011474479	0.0228933656	0.0152177668	0.0699380026	-0.0615017527	0.0849413528	0.0394190722	-0.0662374987	0.0113415618	0.0056520255	-0.0812656908	-0.0423529565	0.0342001169	0.0233090229	0.0306884746	-0.0993370017	0.0175194689	0.0777368614	0.0316861642	-0.1364817935	0.0569957221	-0.220065079	0.1194444237	0.0999229036	0.0996917334	0.0993068457	-0.0988955272805327	-0.0072582235609957	0.0097803253160945	5.268180926139313e-05	-0.0076829785240306	0.0443816427896735	0.0019697302167101	5.902815900071542e-05	0.1486983985386345	-0.0010276944972175	0.0221112137279545	1.0561559796113276e-06	0.0023500357220834	-0.0018059010880617	3.261278739862433e-06	5.522667895068047e-06	0.0017142185957066	0.0009351331975071	2.9385453938663077e-06	8.744740970800398e-07	-0.0023680214048304	-8.894438026001497e-07	7.911102779838139e-13	5.607525373734942e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
659.3551511593434	1.1617056053962642	1.3495599136091008	434749.2153603606	718.2859082190819	-1.7346370422762902	3.0089656684370363	515934.6459461113	679.2090968199639	0.0547332390596011	0.0029957274579554	461324.99720299104	686.2613232364022	524.3403381593012	0.922888	22.281326	0.1682825883409303	0.0839726730347143	-0.0610077217	0.0165597895	-0.031662854	-0.0484737996	-0.0799702064	-0.0409336453	0.001439754	-0.0233992465	0.0034231063	-0.00111122	0.0098181093	-0.0538804482	-0.0228865995	0.0023983523	-0.1015434567	-0.1669246104	-0.0419245851	-0.0796058282	0.0497544913	0.0767112329	0.0174047857	-0.0615550039	0.0613290833	-0.0245062783	0.0018815913	-0.0316006478	0.0241309358	-0.108150906	-0.020832288	0.0820008738	0.1763945252	-0.0081586195	0.0246754687	-0.0038839468	-0.205284333	-0.0040989433	0.0909154606	0.0598866941	-0.0068461144	0.0139285548	0.0424769573	0.025811147	0.1301876233	-0.00378568	0.0106625023	-0.0199120767	0.0254052829	0.0304634174	-0.0201513658	-0.0445238045	-0.0060018644	0.0115304284	-0.0558952477	-0.057352177	0.0108901973	0.0258456268	0.0989409911	0.0706123357	0.0365957707	0.0845689771	-0.1386630422	0.0993249102	0.0998489097	0.0993960955	0.0986429257	-0.0992284787817254	-0.0003329515011926	0.0098462910013353	1.1085670214647014e-07	-0.0685325972873869	-0.0608496187633563	0.0037026761036458	0.0046967168909551	0.1698118907718608	0.0211134922332262	0.0288360782475143	0.0004457795542825	0.0034660151023747	0.0011159793802913	1.2454099772353543e-06	1.2013260689889502e-05	0.0015887320146048	-0.0001254865811017	2.5240694142302264e-06	1.5746882036618598e-08	-0.0018897568493604	0.00047826455547	2.2873698501891694e-07	3.571180949704545e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
662.1153797185319	2.7602285591884765	7.618861698959694	438396.7760598157	718.2690745833653	-0.0168336357165799	0.0002833712914385	515910.463502844	680.5085545472236	1.299457727259778	1.6885903849351478	463091.8928119516	687.6492538958364	531.8977687216462	0.8455209999999999	20.413454	0.1852611462391108	0.0809265821492577	-0.0403336164	-0.030918109	-0.0207094636	0.0032931391	-0.1226706204	0.0043613534	0.0314834524	-0.0077150184	0.0197466173	0.0375949578	0.0149227959	-0.0512062905	0.1000626409	0.0151749873	-0.2172771988	-0.1047955166	0.0455845059	-0.0141091632	-0.0330807724	-0.0801070936	0.1627150918	-0.0228158634	-0.005142674	-0.0091675571	-0.0197382762	0.0042820513	0.0605061848	-0.1731048081	0.0101905717	0.1715489865	0.1252465451	0.0187507243	-0.0218831387	-0.0821829116	0.0188714343	-0.0612588749	-0.0769018595	0.0701968535	-0.0039758291	0.0231386525	0.017175299	0.0273469176	0.1125679049	-0.0032279417	0.0239333759	-0.0037883149	0.0108814626	0.0108437275	-0.0313991723	-0.0350319643	-0.0592489824	0.0284366105	0.0044578088	-0.0328165053	-0.0569537776	-0.0334569649	0.0161856946	0.0315282919	0.0305660523	0.1415764328	0.0044741299	0.0933225017	0.0997502796	0.0990023658	0.0977599938	-0.065172737070398	0.0340557417113274	0.0042474856572472	0.0011597935435086	-0.0269801954579378	0.0415524018294491	0.001726602097796	0.0007279309469485	0.1417282082337365	-0.0280836825381242	0.0200868850091453	0.0007886932249021	0.0027411756731298	-0.0007248394292449	5.253921981880726e-07	7.514044070958612e-06	0.0006983893270648	-0.00089034268754	4.877476521580242e-07	7.9271010125595e-07	-0.0019059611357797	-1.6204286419300084e-05	2.6257889835871314e-10	3.632687851102644e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
663.1801390793704	1.0647593608384796	1.1337124964931675	439807.89686933305	722.784991893893	4.515917310527698	20.39350915552372	522418.1445070549	681.5363835192543	1.0278289720306475	1.0564323957455777	464491.8420605041	688.0706687312555	528.3287440091143	0.753934	18.202253	0.1438960388803438	0.0713895332832973	-0.0576196817	0.0019103975	-0.002451358	-0.0022776643	-0.0868398979	-0.1459141851	0.0074937211	0.006111944	-0.0044247602	0.0203152044	0.0479516855	-0.0432255191	0.0596993042	0.0410621414	-0.0763726896	-0.2037675281	0.0229289364	0.079627591	-0.0720568404	0.0409638715	-0.0505065846	0.032730909	-0.0597420592	-0.0007473498	0.0033691788	-0.0194270147	0.0439705265	-0.1744158005	0.0457117542	0.1042517377	0.1676451111	-0.0678301735	0.0607636716	-0.0038396312	0.0339461218	0.0869402595	0.0394749705	0.0101729878	0.0056910272	0.0204594824	0.0381201918	0.0401083699	0.1186450367	-0.018105077	0.0104397371	-0.0011006564	0.0437838278	0.0256219637	-0.041785028	-0.0755300986	-0.0844338789	-0.0175046807	-0.0299689255	-0.0625674185	-0.074007749	-0.127379728	0.0042811286	0.0398124716	0.0964593101	0.0573635558	0.0135681471	0.0719874151	0.0996270376	0.0985109326	0.0966600102	-0.074078695097242	-0.008905958026844	0.0054876530673101	7.931608837590716e-05	-0.070219997643548	-0.0432398021856102	0.0018696804930507	0.0049308480690598	0.1827967065544911	0.0410684983207546	0.0334146359271687	0.0016866215543218	0.0027642595719169	2.30838987871e-05	5.328663832130766e-10	7.641130980934203e-06	0.0002096728781806	-0.0004887164488842	4.3962715844536734e-08	2.388437674099829e-07	-0.0024077963950511	-0.0005018352592714	2.5183862744799335e-07	5.7974834800210735e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
663.9614139708954	0.7812748915249585	0.6103904561273358	440844.7592422307	724.8657382640963	2.0807463702033147	4.329505457114269	525430.3385091533	681.1776460307152	-0.3587374885390773	0.1286925856833246	464002.9854519463	688.2042545264366	539.097109669018	0.759726	18.342106	0.1910874981698518	0.1022898629734821	-0.0339712246	0.0108207606	0.0039340599	-0.0042820778	-0.0046414519	-0.1294619342	-0.0882236187	0.0020086626	0.0192419005	-0.0064996308	-0.0041607992	0.0159622222	0.0762795473	0.0531639967	-0.0186452876	-0.0778752141	-0.1004468807	-0.0407305714	-0.1699675098	-0.0307301163	0.0501764311	0.0327263033	-0.1061618531	-0.0018444672	-0.0173890666	-0.0245698311	0.0138725981	-0.0735612203	0.0527762446	0.1166487229	0.0640465622	-0.0750100817	0.0933515948	0.0341650515	0.0070377946	-0.0598945437	0.0638475799	0.0084187798	0.0113902227	0.0202072858	0.023545927	0.0425173155	0.0869622031	-0.0021172838	0.0084790925	-0.0054712279	0.0563381368	0.0243324917	-0.043741513	-0.0214929844	-0.0745730336	0.0382742889	-0.038803854	-0.1284026559	-0.0182062835	-0.0946762665	-0.0093108136	0.0020395346	0.0539909467	0.0508932895	0.0435455571	0.0528109548	0.0994792142	0.0979222811	0.0953454172	-0.074032929469439	4.576562780300719e-05	0.0054808746458269	2.094492688203385e-09	-0.0068306818701415	0.0633893157734065	0.0040182053542206	4.6658214811079785e-05	0.1645174187935438	-0.0182792877609472	0.0270659810864902	0.0003341323610475	0.0012956830713204	-0.0014685765005964	2.1567169381042616e-06	1.6787946213062649e-06	0.0002139037565394	4.230878358799979e-06	4.57548170616669e-08	1.7900331686962e-11	-0.0016931411938525	0.0007146552011986	5.107320566002116e-07	2.866727102320269e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
662.7770362122523	-1.1843777586431088	1.402750675168474	439273.3997302972	728.2807453130584	3.4150070489621385	11.662273144461093	530392.8439937439	681.4946521861629	0.3170061554476433	0.1004929025916954	464434.9609583391	688.1998304321868	536.7734903361859	0.762331	18.404999	0.1380742233956545	0.0839109990313766	-0.0455665615	0.0059253111	-0.005223929	0.0076826162	0.0616560784	-0.2147840169	0.0375905029	0.0070425358	-0.0106400065	-0.0629399328	0.011846245	0.0585173504	0.1222929599	0.0690532857	8.7829e-06	-0.1410862744	-0.02132929	0.0006862525	-0.0381784669	-0.0615315867	0.0179841131	-0.0553306909	0.1375585567	-0.0010571298	0.0141632524	-0.0721801531	0.0148448209	-0.0462960248	0.1576022075	0.1103698779	0.1067618711	-0.1196006913	0.1186976343	0.0265987681	-0.0717040323	-0.035180055	0.0236732162	0.0108605795	-0.000806122	0.0230183192	0.029855979	0.0285359593	0.1118532291	-0.0013814104	0.0088345819	-0.0094568585	0.0434050682	0.003319804	-0.022772141	-0.0117136167	-0.082874556	0.0073550832	-0.0354881282	-0.1463558187	0.0636751235	-0.0770743186	0.0398715694	0.0259663612	0.0460427238	0.0684442044	0.0851392447	0.0210727581	0.0993068457	0.097236992	0.0938191336	-0.0710635040393725	0.0029694254300664	0.0050500216063539	8.817487384725583e-06	-0.0538993787230737	-0.0470686968529322	0.0022154622234332	0.0029051430267333	0.157264977228678	-0.0072524415648658	0.0247322730627366	5.259790865179337e-05	0.002598718427288	0.0013030353559676	1.6979011389016098e-06	6.753337464326216e-06	0.0002108992353939	-3.0045211454999914e-06	4.447848748973164e-08	9.02714731375658e-12	-0.0020027745076952	-0.0003096333138426	9.587278904121182e-08	4.01110572867375e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
662.7446501551342	-0.0323860571180603	0.0010488566956542	439230.4713092512	723.3403735191994	-4.940371793859072	24.4072734615583	523221.29596289486	681.7815836041365	0.2869314179736193	0.0823296386203518	464826.1277417641	688.8186912211197	545.0015990358035	0.802995	19.386736	0.10374758348588	0.0580506352207246	-0.023102266	-0.0423349129	-0.0031768549	0.0334240207	-0.0560545252	-0.1070824227	0.0442524991	0.0101428319	0.0130305359	-0.0438083945	0.0262130549	0.0007649299	0.0590729185	0.024379618	0.067712124	-0.1323535328	-0.096345486	0.0212701513	-0.0688720141	-0.0279010669	-0.0412496955	-0.0889777539	0.0163353672	0.0053273522	-0.0103780259	-0.0502781148	0.01831892	-0.0772793232	0.0989739799	0.083299868	0.0182024558	-0.0934649782	0.0608232959	-0.0534020456	0.1210483	-0.068692267	0.073279861	-0.0489231985	0.0141047024	0.0174687525	0.0241586913	0.0363766022	0.0963845005	0.0191987085	-0.005428546	-0.0024627136	0.051846872	0.0312388657	-0.0174978436	-0.0005663462	-0.0474214433	0.0232276866	-0.0624854053	-0.0982036141	0.0945751078	0.0256596942	-0.0636313466	0.026099823	0.0408102875	0.0393420503	0.1741834041	0.0695280554	0.0991099747	0.0964557418	0.092084548	-0.0671522789501892	0.0039112250891833	0.004509428568204	1.5297681698256945e-05	-0.011058307558045	0.0428410711650287	0.001835357378567	0.0001222861660483	0.1524261318911399	-0.004838845337538	0.0232337256832951	2.3414424200614105e-05	0.0018571829813444	-0.0007415354459436	5.498748175907737e-07	3.449128626195274e-06	0.0002129185919534	2.0193565594999927e-06	4.533432679941845e-08	4.077800914395648e-12	-0.0017032004723157	0.0002995740353794	8.974460267355783e-08	2.900891848896424e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
661.7857381202539	-0.9589120348803136	0.9195122906383036	437960.3631793693	722.4896352930007	-0.8507382261987004	0.7237555295157112	521991.27310581313	680.9782540244403	-0.8033295796961966	0.6453384136148678	463731.3824541751	688.0056504669913	545.202276863694	0.7994059999999998	19.300095	0.0832156426787714	0.0439607734552936	-0.025831936	-0.0218401419	-0.0089774976	-0.0045637706	-0.0648273093	-0.0852368836	-0.0407847685	-0.0006115266	-0.0097562246	-0.0562153108	0.0199289252	0.0172413191	0.1038379058	0.0592931076	0.0191426726	-0.0794806256	-0.0177197008	0.0852370403	-0.1418203876	0.0126064144	-0.0062338861	-0.0780267778	0.0588103149	-0.004812659	0.0176491779	-0.073752629	0.0352404725	-0.0705026873	0.0716403262	0.0563605291	0.0418586665	-0.0978598736	0.0151948156	0.0005019919	0.0690568897	0.0227674296	-0.0169022989	-0.0318621212	0.0116486307	0.0151607117	0.0343591285	0.0312795631	0.0779461921	-0.0048271944	0.0026926764	0.0084925573	0.0313089296	0.0189377713	0.0078510445	-0.0317615765	-0.0678166148	-0.0049788033	-0.0184589512	-0.026280108	-0.044069911	-0.0224958757	-0.0849298241	0.0310401283	0.1055111707	-0.0611355981	0.1681425991	-0.0007651382	0.0988886499	0.0955793015	0.0901455117	-0.0785111854638813	-0.0113589065136921	0.0061640062429439	0.0001290247571867	-0.0354087342208941	-0.024350426662849	0.0005929432786627	0.0012537784591259	0.1722566155789451	0.0198304836878051	0.0296723416107124	0.0003932480832923	0.0014181719651459	-0.0004390110161985	1.9273067234363966e-07	2.011211722725784e-06	0.0002138730130725	9.544211191000185e-07	4.5741665720709765e-08	9.109196725841313e-13	-0.0015896493933448	0.0001135510789709	1.2893847535455582e-08	2.5269851937614903e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
