participant_id	stc_ref_time	fmriprep_start	fmriprep_stop
sub-v1s13x0050002	0.724	2026-02-21T22:09:23	2026-02-22T03:27:48
sub-v1s13x0050003	0.724	2026-03-08T12:39:12	2026-03-08T17:26:14
sub-v1s13x0050004	0.724	2026-03-08T12:39:16	2026-03-08T16:33:55
sub-v1s13x0050005	n/a	2026-04-04T11:23:09	2026-04-04T16:50:53
sub-v1s13x0050006	0.724	2026-03-08T12:39:08	2026-03-08T17:11:01
sub-v1s13x0050007	0.724	2026-03-08T12:39:06	2026-03-08T17:52:13
sub-v1s13x0050008	0.724	2026-03-08T12:39:07	2026-03-08T16:41:08
sub-v1s13x0050009	0.724	2026-03-08T12:39:11	2026-03-08T16:34:41
sub-v1s13x0050010	0.724	2026-03-08T12:39:06	2026-03-08T16:28:41
sub-v1s13x0050011	0.724	2026-03-08T12:39:12	2026-03-08T17:32:49
sub-v1s13x0050012	0.724	2026-03-08T12:39:07	2026-03-08T16:28:38
sub-v1s13x0050013	0.724	2026-03-08T12:39:19	2026-03-08T16:28:18
sub-v1s13x0050014	0.724	2026-03-08T12:39:12	2026-03-08T16:56:44
sub-v1s13x0050015	0.724	2026-03-08T12:39:12	2026-03-08T16:59:41
sub-v1s13x0050016	0.724	2026-03-08T13:05:01	2026-03-08T17:51:44
sub-v1s13x0050017	0.724	2026-03-08T13:41:03	2026-03-08T18:15:27
sub-v1s13x0050019	0.724	2026-03-08T14:10:04	2026-03-08T18:51:21
sub-v1s13x0050020	0.724	2026-03-08T15:35:20	2026-03-08T18:43:40
sub-v1s13x0050022	0.724	2026-03-08T15:39:55	2026-03-08T18:47:36
sub-v1s13x0050023	0.724	2026-03-08T15:40:40	2026-03-08T19:26:58
sub-v1s13x0050024	0.724	2026-03-08T15:42:32	2026-03-08T19:01:23
sub-v1s13x0050025	0.724	2026-03-08T15:44:34	2026-03-08T18:45:11
sub-v1s13x0050026	0.724	2026-03-08T15:52:50	2026-03-08T19:14:44
sub-v1s13x0050027	0.724	2026-03-08T15:53:18	2026-03-08T18:45:27
sub-v1s13x0050028	0.724	2026-03-08T16:03:41	2026-03-08T19:43:54
sub-v1s13x0050029	0.724	2026-03-08T16:04:41	2026-03-08T19:56:13
sub-v1s13x0050030	0.724	2026-03-08T16:09:03	2026-03-08T19:28:47
sub-v1s13x0050031	0.724	2026-03-08T16:09:19	2026-03-08T19:47:24
sub-v1s13x0050032	0.724	2026-03-08T16:16:50	2026-03-08T20:32:43
sub-v1s13x0050033	0.724	2026-03-08T16:17:55	2026-03-08T19:54:37
sub-v1s13x0050034	0.724	2026-03-08T16:19:51	2026-03-08T20:30:50
sub-v1s13x0050035	0.724	2026-03-08T16:22:33	2026-03-08T20:23:41
sub-v1s13x0050036	0.724	2026-03-08T16:24:29	2026-03-08T20:14:26
sub-v1s13x0050037	0.724	2026-03-08T16:27:37	2026-03-08T20:26:42
sub-v1s13x0050038	0.724	2026-02-26T14:20:49	2026-02-26T19:36:12
sub-v1s13x0050039	0.724	2026-02-26T14:44:28	2026-02-26T19:51:24
sub-v1s13x0050040	0.724	2026-02-26T14:51:46	2026-02-26T19:33:42
sub-v1s13x0050041	0.724	2026-02-26T15:25:09	2026-02-26T22:12:19
sub-v1s13x0050042	0.724	2026-03-08T16:31:14	2026-03-08T20:19:08
sub-v1s13x0050043	0.724	2026-03-08T16:31:53	2026-03-08T20:22:24
sub-v1s13x0050044	0.724	2026-03-08T16:34:42	2026-03-08T20:19:00
sub-v1s13x0050045	0.724	2026-03-08T16:35:23	2026-03-08T20:58:38
sub-v1s13x0050046	0.724	2026-03-08T16:35:59	2026-03-08T20:21:49
sub-v1s13x0050047	0.724	2026-03-08T16:36:00	2026-03-08T20:35:43
sub-v1s13x0050048	0.724	2026-03-08T16:38:17	2026-03-08T20:16:45
sub-v1s13x0050049	0.724	2026-03-08T16:39:43	2026-03-08T21:02:29
sub-v1s13x0050050	0.724	2026-03-08T16:41:35	2026-03-08T21:19:46
sub-v1s13x0050051	0.724	2026-03-08T16:42:26	2026-03-08T21:16:58
sub-v1s13x0050052	0.724	2026-03-08T16:42:54	2026-03-08T20:27:32
sub-v1s13x0050053	0.724	2026-03-08T16:43:05	2026-03-08T21:19:06
sub-v1s13x0050054	0.724	2026-03-08T16:43:27	2026-03-08T20:28:23
sub-v1s13x0050055	0.724	2026-03-08T16:45:54	2026-03-08T20:59:28
sub-v1s13x0050056	0.724	2026-03-08T16:52:57	2026-03-08T20:22:06
sub-v1s13x0050057	0.724	2026-03-08T16:54:59	2026-03-08T21:17:59
sub-v1s13x0050058	0.724	2026-03-08T16:57:56	2026-03-08T21:17:38
sub-v1s13x0050059	0.724	2026-03-08T17:00:37	2026-03-08T22:01:12
sub-v1s13x0050060	0.724	2026-03-08T17:02:35	2026-03-08T21:35:28
