global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28	motion_outlier29	motion_outlier30	motion_outlier31	motion_outlier32	motion_outlier33	motion_outlier34	motion_outlier35	motion_outlier36	motion_outlier37	motion_outlier38	motion_outlier39	motion_outlier40	motion_outlier41	motion_outlier42	motion_outlier43	motion_outlier44	motion_outlier45	motion_outlier46	motion_outlier47	motion_outlier48	motion_outlier49	motion_outlier50	motion_outlier51	motion_outlier52	motion_outlier53	motion_outlier54	motion_outlier55	motion_outlier56	motion_outlier57
620.9006771104429	n/a	n/a	385517.6508362065	859.7806849343436	n/a	739222.826186169	n/a	634.979938076131	n/a	403199.5217591672	n/a	680.1850059346472	481.20007541371183	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-0.066799348458943	n/a	0.0044621529545392	n/a	0.0668518876901771	n/a	0.00446917488774	n/a	0.1189138355220364	n/a	n/a	0.0141405002785619	-7.32671619748056e-05	n/a	5.3680770238423994e-09	n/a	0.0016340337554785	n/a	2.6700663140431708e-06	n/a	-0.00089694058171	n/a	n/a	8.045024071182731e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
617.6931226972363	-3.2075544132065943	10.2884053136811	381544.793827463	838.4362531389509	-21.34443179539278	702975.3505776828	455.5847686681742	634.8405362479025	-0.1394018282285287	403022.5064635244	0.0194328697134562	676.3435905630577	479.2456698695048	0.8888629999999998	25.786779	0.0760053720749155	0.0379828463056774	-0.0240356887	-0.0505714903	-0.0018377464	-0.0265977402	0.0121009166	0.1127347492	0.0383287165	0.0403720928	-0.0329488491	-0.0020717165	0.007088573	-0.0663744906	0.0887822091	-0.0208095817	0.0074824665	-0.0111620285	-0.1079851945	0.0333906724	-0.046697993	0.163298388	-0.0804041611	0.0326855866	-0.021022838	0.0663471681	-0.0810320019	0.1459357924	0.0171995145	-0.0500258136	0.0235723591	-0.1328880742	0.0126969538	-0.0839462911	0.0751259774	-0.0177722027	0.0211063719	-0.1248074942	0.0122888873	-0.041012053	0.0077430079	-0.0086367791	0.0779485883	0.0275048596	-0.0263615665	0.0069503777	-0.0604601565	0.0133705881	-0.0144035911	0.0009345456	-0.0427666609	0.0621823965	-0.0018145853	0.0820287967	-0.0338208054	0.1371968585	-0.0149912724	0.0245381182	-0.0272493968	0.0113441786	-0.1018121651	0.1248986918	-0.0402931268	-0.0521067006	-0.0084469522	0.0273598406	0.0363672277	0.0114893987	-0.0089454598	0.001923514	-0.0009641647	0.0274906871	-0.0300523867	0.055696392	-0.0291569006	0.0301377343	0.0350650774	-0.009152318	0.0142813224	-0.0134226905	0.0425988741	-0.0139699707	0.0108110294	-0.0320290873	0.0208268845	-0.0210102567	0.0130145573	0.1002478183	0.1002384491	0.1002228344	0.0	-0.0515664601083898	0.0152328883505532	0.0026590998081101	0.0002320408875004	0.0682764867706708	0.0014245990804937	0.0046616786457455	2.029482540143517e-06	0.093309611369321	-0.0256042241527153	0.0006555762944624	0.0087066835738937	9.683684195075872e-05	0.0001701040039255	9.377373958996226e-09	2.8935372151508403e-08	0.0020559627102638	0.0004219289547853	4.226982665995271e-06	1.7802404288621584e-07	-0.0008141003305978	8.284025111219998e-05	6.862507204332349e-09	6.627593482794472e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
616.315551620727	-1.377571076509298	1.8977020708349863	379844.859169561	832.3718297685896	-6.064423370361283	692842.8629923098	36.7772308149841	634.3489760394874	-0.4915602084150805	402398.62340234616	0.2416314384970774	674.4333124448483	472.98863059298816	0.8234019999999999	23.887678	0.1319443023807289	0.0675663577769432	-0.0311671564	-0.0544620711	0.0160648102	-0.0008566036	-0.0085342092	0.0239602173	0.0563904158	-0.0068617309	-0.0145337329	-0.0080641346	-0.0082918157	-0.0334221711	0.0225175944	-0.0212899164	0.0154129045	-0.0290214101	-0.0327729757	0.0621409634	-0.0031384519	-0.0155895572	-0.0335253588	-0.0405485141	0.0068454831	-0.0418776673	-0.0409968326	0.0216513466	0.0064578485	-0.0881755031	-0.0176771397	-0.0739252695	-0.0399847032	0.1686722218	0.0076904465	-0.0178666954	-0.132378145	-0.1018537336	-0.1389429211	-0.0069086515	-0.0092917576	0.0046380213	0.0448580934	0.046930369	-0.0034254288	0.009116451	0.0014041867	-0.0023709723	-0.0011109999	0.0300740576	-0.0018564416	0.0364059429	-0.0173893841	0.0512748385	-0.051052598	0.0544837117	-0.0582419938	0.024492506	-0.0056796785	0.0033854911	-0.0564106387	-0.0176894435	0.0490315482	-0.0546604105	-0.0104566541	0.0198684228	0.0230730531	0.0212304975	-0.0120102752	0.0272164255	-0.0012408806	0.0106296879	-0.0513066735	0.0968488482	0.00535889	0.0571722594	0.000248667	-0.0163292613	0.0226125946	-0.0471682681	-0.0085804668	0.0261496815	0.0204276325	0.0170643534	-0.0258527713	-0.1108565865	0.026106826	0.1002228344	0.1001385292	0.0999980731	0.0	-0.0456358246491532	0.0059306354592365	0.0020826284914082	3.517243695035448e-05	0.0433496275659166	-0.0249268592047542	0.0018791902101036	0.0006213483098136	0.1484657412002121	0.0551561298308911	0.0030421986579221	0.0220420763101283	0.0003050078272882	0.0002081709853374	9.302977470706845e-08	4.333515913636119e-08	0.0014678956487639	-0.0005880670614999	2.1547176356599907e-06	3.458228688211275e-07	-0.0006917248197182	0.0001223755108796	1.4975765663043097e-08	4.784832262141763e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
615.1199594263279	-1.1955921943990688	1.4294406953079808	378372.5644846473	830.1217482430594	-2.250081525530163	689102.1169061133	5.0628668715321465	633.6849231586962	-0.664052880791246	401556.58183864265	0.4409662284871528	673.9541412420883	472.5487564805472	0.888888	25.787502	0.0602045738322445	0.0298612822514886	-0.0219650204	-0.0432034008	0.0264994039	-0.012154909	-0.0250997484	0.0240896222	0.0210634138	0.0214471306	-0.0200805067	-0.0227673442	-0.0121792567	-0.03989415	0.00310604	-0.0426285098	-0.0489703458	0.0208206831	-0.1644485845	0.0872996168	0.0721471517	-0.0513882651	0.0338253603	0.1898045122	-0.1718331482	0.0759170666	0.0751484038	-0.0151990518	0.0272947024	-0.0383949254	-0.1847188105	-0.0175893461	-0.0933054294	-0.0543245078	0.0521591081	0.1737217523	0.0379234238	-0.0010911066	0.0649121486	0.0850855853	-0.0517729773	0.019979399	0.0635802598	0.0007337648	-0.0296087675	0.008689981	0.0069779575	2.95324e-05	0.0025788951	-0.0033453564	-0.0339180668	0.0367460593	-0.0151459409	0.0734666859	0.0747840379	0.0131303374	-0.0721102458	-0.1148913921	-0.0366543359	-0.0364591565	-0.0525386525	-0.0447573205	-0.0575450519	-0.0545916598	-0.0099159444	0.0232900964	0.0276652878	0.0206945138	-0.0125495284	0.0229379297	-0.0040958041	0.0110253943	-0.0400116215	0.0766716293	-0.0037935276	0.0387096393	-0.0050058375	0.0056740856	0.013337098	0.0231811182	0.0341727555	0.020065899	-0.0014965903	0.0725092351	0.0375679313	0.0316093494	-0.0835002259	0.1001728729	0.0999387891	0.0995490545	0.0	-0.0475329256677383	-0.001897101018585	0.0022593790225347	3.5989922747166126e-06	0.0622919008101661	0.0189422732442494	0.0038802809065435	0.0003588097156598	0.1322498306436372	-0.0162159105565748	0.0002629557551788	0.0174900177052707	0.000206097733007	-9.891009428120002e-05	4.2476275550624654e-08	9.783206750715876e-09	0.0018029324895441	0.0003350368407802	3.2505655618536866e-06	1.122496846799772e-07	-0.0006626859745229	2.9038845195300035e-05	8.432545302765999e-10	4.391527008293657e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
614.1028964984409	-1.0170629278869685	1.0344169992820125	377122.36748777487	828.1483093806676	-1.9734388623918449	685829.6223300579	3.8944609435984185	633.8013760235519	0.1164528648557734	401704.1842493479	0.013561269733117	672.7755387890769	467.9124257174885	0.808714	23.461578	0.0540192722880576	0.0233358749044708	-0.0254807942	-0.0501305866	0.0555663307	-0.0095391317	-0.0349665754	-6.15886e-05	0.0336198492	-0.0095171468	-0.03935634	-0.0179381606	-0.0205350945	-0.0270599897	-0.0023364854	-0.0412004535	0.0667148627	0.0649444223	0.0375502296	-0.0759551225	0.171912992	0.1357421668	-0.0003092623	0.1617055723	-0.1762802979	0.1104569037	-0.0231931261	-0.0277622068	-0.0080242422	-0.1478223916	0.0177502119	-0.0660000645	-0.0336845143	-0.0582109968	-0.0029241127	-0.062524131	0.0249346715	0.0079988791	-0.1065402662	0.1121953605	-0.0066334818	0.0234279118	0.0182589253	0.0137054905	-0.0034974399	-0.0025962749	0.0370285165	0.0192728905	-0.0009346418	-0.0089557389	0.0123111927	0.1015058687	-0.0400690042	-0.0214307477	0.0208293488	-0.0117914127	-0.0370339657	0.0241450732	-0.0454227342	0.0911391838	-0.1092924823	0.178617616	-0.0178653391	-0.0534955343	-0.0087636392	0.0217706473	0.0219112041	0.0215766317	-0.0190479055	0.0280856153	-0.0038610026	0.0063970732	-0.0468909646	0.1062012474	-0.0038327722	0.0393845598	-0.0051352176	-0.0142320737	0.0255614759	-0.0352936133	0.0065581895	0.0348696018	0.0102639233	0.0252478259	-0.0230278135	-0.0807263283	0.0308719604	0.1000979463	0.0996394278	0.0988767856	0.0	-0.0410095801022123	0.006523345565526	0.0016817856601597	4.255403736726774e-05	0.0459485854538996	-0.0163433153562665	0.0021112725052143	0.0002671039568343	0.1426904384438074	0.0104406078001701	0.0001090062912369	0.0203605612232859	0.0005401299520153	0.0003340322190083	2.917403650640503e-07	1.1157752333560893e-07	0.0018738201725818	7.088768303769991e-05	3.5112020391744865e-06	5.025063606453408e-09	-0.0006720061437988	-9.320169275899993e-06	8.686555533143016e-11	4.515922573033334e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
614.4278016853228	0.3249051868818924	0.1055633804627574	377521.5234838584	828.1092432294573	-0.0390661512102497	685764.9187220645	0.001526164170382	633.5511586124096	-0.2502174111423301	401387.0705791266	0.0626087528387698	673.1343302947796	466.3155578919725	0.850396	24.670794	0.0714843691947187	0.040287566134754	-0.0095971942	-0.0372108183	0.0708411503	0.0019217308	-0.0296862349	-0.0116271879	0.0176420569	0.027722895	-0.0147708907	-0.0193035367	0.0115978645	-0.0570727447	0.0303092308	-0.0549134909	0.0651201007	0.0040825152	0.0368244666	-0.04591104	0.060806334	-0.1777998955	0.1278668673	0.0268907495	-0.0361521176	-0.0525849357	0.0434874434	0.1213293355	-0.2739606354	-0.0967108109	-0.0492669253	0.0815599481	0.0080908335	0.149535083	0.0016882496	0.005183885	-0.0535229329	0.0418172393	0.0428144826	-0.0497217166	-0.099508769	0.0233582532	0.0445144509	0.0258614824	-0.038818995	0.0003756677	-0.021604455	0.0324296652	0.0070612158	-0.0719196507	0.0453242003	-0.0017213104	-0.0447651092	-0.0396004247	-0.0450101443	-0.0658711349	-0.0603457551	0.0488244092	0.0097153805	0.0098046117	-0.0225785395	-0.0350596115	0.0368158403	-0.0505356176	-0.0063740757	0.0313019844	0.0310300362	0.0116765444	-0.0172381217	0.0093073247	-0.0063744998	0.0274927971	-0.0279247434	0.0725127446	-0.0048924263	0.0163077978	-0.0014510884	-0.0069662522	0.0371112555	-0.0185377742	0.0344039695	0.0187446538	0.0211215142	-0.0208459045	-0.0038142933	-0.0715059026	0.0490883672	0.0999980731	0.0992407438	0.097982774	0.0	-0.0476015991515197	-0.0065920190493074	0.0022659122417819	4.345471514643168e-05	0.0421307675705691	-0.0038178178833305	0.0017750015760853	1.457573339027818e-05	0.1041552547698216	-0.0385351836739858	0.0014849603807878	0.0108483170961664	0.0003781070861869	-0.0001620228658284	1.429649686247478e-07	2.625140905124772e-08	0.0016488618910253	-0.0002249582815565	2.718745535675528e-06	5.0606228440853554e-08	-0.0007358119681758	-6.380582437700004e-05	4.071183224428573e-09	5.414192525107445e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
614.6804954641938	0.2526937788709347	0.0638541458800728	377832.1115041067	827.4883984157017	-0.6208448137556388	684737.0495125831	0.3854482827672739	633.7551862857664	0.2040276733567907	401645.63614410645	0.0416272914953852	673.4555973954022	464.7926351806133	0.910279	26.40807	0.0544861753205718	0.0296022499959562	-0.0136325401	-0.0362753157	0.0583046619	-0.0089535267	-0.0156805163	-0.0151258419	0.0223999408	-0.0099601667	-0.0181494151	-0.0186514434	-0.0266184575	-0.0296830575	-0.0076966489	-0.0477818834	0.0906000412	-0.0216082976	0.0028989874	0.0806329714	0.0046770383	-0.0665518711	0.0762028273	0.0867852508	-0.1014588391	-0.1132820315	-0.0373368526	-0.1339640978	0.0235786108	0.0098466064	-0.0743039871	-0.0104996477	-0.0715654177	-0.0390047111	-0.0233925663	0.0221362843	0.0235721273	0.0539771024	-0.0813267273	-0.1143384209	0.0561533112	0.0164036979	0.0241221392	0.0182443777	-0.0291064235	0.0173422577	0.0234712766	0.002246524	-0.0051122853	0.0140447233	0.0294968827	0.0812413991	-0.0531326687	0.0226342541	0.0381257539	-0.0093939077	-0.075290316	-0.0852337675	-0.0303131791	-0.0388322021	0.0034665799	-0.0382539234	0.0103597882	-0.0455475825	-0.0106324731	0.0319121457	0.0246232999	0.0089153923	-0.0186241471	0.024762494	-0.006810193	0.0038351637	-0.016998854	0.0758751991	0.0149178558	0.0153534937	-0.0399994515	0.0125786535	0.0070030266	0.0129383669	0.0435977083	0.0266269743	-0.0192277995	0.1097595881	0.0289413141	0.0582406763	-0.0574508412	0.0998732783	0.0987431344	0.0968690246	0.0	-0.0351504105783249	0.0124511885731947	0.0012355513638248	0.0001550320968852	0.0473931042784414	0.0052623367078723	0.0022461063331472	2.7692187627020296e-05	0.0960212373394568	-0.0081340174303647	6.616223955747826e-05	0.0092200780202002	0.0007650197039147	0.0003869126177278	5.852551473777353e-07	1.497013737569787e-07	0.0015127345059959	-0.0001361273850293	2.28836568563066e-06	1.8530664954942477e-08	-0.0006860793187502	4.9732649425600025e-05	2.4733364188896344e-09	4.707048316167385e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
613.8614449655195	-0.8190504986743008	0.6708437193786209	376825.87361515546	825.4625549316406	-2.025843484061056	681388.4295942718	4.104041821912639	632.4447855716636	-1.3104007141027978	399986.4067967876	1.7171500315211223	672.0579654786234	465.6394884262719	0.787046	22.83297	0.0782719846748655	0.0431630116769609	-0.0116575908	-0.0341030163	0.0672485025	-0.0197236764	-0.0419453277	-0.0159648209	0.0100622028	-0.0016676149	-0.039998088	-0.0364393077	0.0464577935	-0.0269824214	-0.0194531421	0.0138424104	-0.0001708207	-0.0730955682	0.0748204531	0.0041374927	-0.1609149591	0.0964713502	-0.0080969642	0.0596062391	0.0067838264	0.1346293924	-0.0228824533	0.0522719981	0.1311521636	-0.0745526931	0.0528604375	0.0246273674	0.0163963427	-0.2191761788	-0.0807692378	-0.0488769885	-0.0090125949	-0.0683933505	-0.1986487033	0.0355818891	-0.0379702227	0.0368204675	0.013333607	0.0217096908	-0.0164026949	-0.0344856451	-0.0251461812	0.0070175589	0.027403184	-0.0593574018	0.0110443454	-0.0075353116	-0.0713562801	-0.0328395241	0.0420571234	0.0379801832	-0.0318733585	0.0200623357	0.0746589038	-0.0029123956	-0.1236614165	0.107404805	0.0237556051	-0.0511723235	-0.0036404061	0.0292505795	0.0315264221	0.0130393243	-0.0213515996	0.0096089543	-0.0112684789	0.0279364554	-0.0311139002	0.0665781161	-0.011238271	0.0102515503	-0.0194102957	-0.0213227946	0.0368430971	-0.0113639625	0.0163751852	0.0139751415	0.018437174	-0.0350310462	0.0028683712	-0.054220707	0.0334631195	0.099723593	0.0981470957	0.0955380353	0.0	-0.0374101097284693	-0.0022596991501444	0.0013995163098961	5.106240249163328e-06	0.0329732817915129	-0.0144198224869285	0.0010872373121025	0.0002079312805545	0.1150240143495295	0.0190027770100726	0.0003611055340945	0.0132305238770807	0.0002453286370459	-0.0005196910668688	6.018614015479892e-08	2.700788049832316e-07	0.0015759508162884	6.321631029249986e-05	2.483620975360074e-06	3.996301886997624e-09	-0.0004171929753571	0.0002688863433931	7.22998656633121e-08	1.7404997868730982e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
614.5101032018956	0.6486582363761499	0.4207575076186172	377622.6669372044	828.6556963511875	3.1931414195469188	686670.2630952715	10.196152125226112	634.9909232976214	2.5461377259578057	403213.4726703657	6.482817319545586	673.7114628334972	465.8780863886065	0.8153599999999999	23.654366	0.0418350652785752	0.0259365409318311	-0.0083523395	-0.029696314	0.0716803823	-0.0043458985	-0.0203258725	-0.0194481831	0.0310126319	-0.0025320637	-0.0046227478	0.0023239155	0.0062105949	-0.0099334708	0.0641438274	-0.0649647652	0.0575889564	0.0658635161	-0.0431729682	0.1061995673	0.0149543488	-0.0447023933	0.0182882364	0.0426568901	-0.0943045003	-0.0478168522	0.0333218718	-0.0362152063	-0.0733272289	-0.0583443255	-0.0173055796	0.0362190303	0.0750520613	-0.0393631661	0.1032760201	0.0120743938	-0.0431911823	-0.3051448656	0.0575923233	0.0240628956	-0.0332900353	0.0082659051	0.0294593522	0.0199176293	-0.0257203424	0.0003211724	0.0204393619	0.0431468239	-0.0055144575	-0.020083072	0.0459767584	0.0080638206	-0.052216819	0.0135521868	-0.0474430143	-0.0007616474	-0.1141395682	-0.0863547088	0.0074469579	-0.0061964791	-0.0299839164	-0.0946817173	-0.1792608482	-0.046740864	-0.0103653606	0.0319006834	0.0217526371	0.008045304	-0.0195432573	0.0280037085	-0.0112867208	0.0046004327	-0.0264737199	0.0694194612	0.0079049962	0.0222479934	-0.0322232158	-0.0061302592	0.0012717936	-0.0049299389	0.0098376039	0.0576087804	0.0057466998	0.0210305236	-0.0364804809	-0.0533960576	0.0396050779	0.0995490545	0.0974532219	0.0939927908	0.0	-0.0302293698073299	0.0071807399211394	0.0009138147989483	5.156302581504512e-05	0.0301857792333066	-0.0027875025582062	0.0009111812679219	7.770170512006655e-06	0.09121050010787	-0.0238135142416594	0.0005670834605377	0.0083193553299277	0.0003043500948829	5.9021457837e-05	9.262898025523025e-08	3.483532485204769e-09	0.0016779334653787	0.0001019826490902	2.8154607142377727e-06	1.0400460715475264e-08	-0.0004172550395812	-6.206422409999695e-08	3.85196791313464e-15	1.7410176805590877e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
613.7453126042662	-0.7647905976293714	0.5849046582222911	376683.3087437085	825.0360522133964	-3.6196441377911697	680684.4874518662	13.10182368424598	633.8554394667451	-1.1354838308762965	401772.7181415806	1.2893235301815098	673.1543865414382	463.0058517033373	0.8814729999999998	25.572371	0.0594242763310857	0.0344660507129776	-0.0093157366	-0.0314821929	0.0658869388	-0.0190219542	-0.0440015568	-0.0009560441	0.0119452334	0.0383298822	-0.0240595733	-0.014428493	0.0120129071	-0.0429583988	0.0020911935	-0.0642555056	0.0282253855	0.048744696	-0.1299235905	-0.0505199377	-0.0546381279	-0.0225371785	0.0097624194	-0.0878348049	-0.1830906076	-0.0730530654	0.0123047924	0.0670689865	0.1440601116	-0.0433114425	-0.0253756493	-0.0305830651	-0.0489524976	-0.0149579301	0.0964105236	-0.1933193922	0.1270729157	-0.1347074653	0.095825104	0.0227722409	-0.1296135327	0.018340589	0.0460560872	0.0096266139	-0.0242514749	-0.0130337365	-0.0097668721	0.0262497169	0.0137708064	-0.0438442827	0.0160513225	0.0286497269	-0.0256830365	-0.017619593	0.0942739925	-0.0199989358	-0.0264787354	-0.0800987043	-0.104615285	-0.1417178365	-0.0011865723	0.1410136755	-0.0511703581	-0.0452682425	-0.0091682234	0.0339910748	0.032534104	0.0060375911	-0.0085697945	0.0147704294	-0.0069796883	0.0233710382	-0.0057872046	0.059846749	-0.0055895225	-0.0062585552	-0.0305291996	-0.0040433394	0.0406126823	0.0323251286	0.0590192287	0.0066928823	-0.0112666271	0.0486828769	0.0333054674	0.0748957082	-0.0657945961	0.0993497063	0.0966622046	0.0922367566	0.0	-0.031373379978504	-0.0011440101711741	0.0009842889712755	1.3087592717497938e-06	0.0502994236858427	0.0201136444525361	0.0025300320231279	0.000404558693163	0.0946700096298656	0.0034595095219955	1.1968206132778218e-05	0.0089624107233188	0.0006267735950683	0.0003224235001854	3.928451394748414e-07	1.039569134718047e-07	0.0013068695357594	-0.0003710639296193	1.7079079834959895e-06	1.376884398645168e-07	-0.0004179098534841	-6.548139029000435e-07	4.287812474311877e-13	1.7464864563910198e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
